Time [s] 	 CH1 	 BGND1 	 CH2 	 BGND2 
18.85	2908	2687	6967	5917
18.872	10315	5779	7518	6556
18.894	2804	2681	6585	6075
18.916	10430	5767	6514	6745
18.937	2838	2675	6252	6093
18.959	9396	5761	6942	6654
18.981	3022	2724	6467	6319
19.003	10453	5701	8477	6800
19.024	2756	2675	5668	6203
19.046	10436	5550	6978	6660
19.068	2762	2699	6248	6008
19.089	11672	5725	7328	6398
19.111	2882	2693	6283	5941
19.133	10303	5483	7050	6776
19.155	2751	2724	6708	6045
19.176	9912	5653	8045	6684
19.198	2784	2706	6653	6166
19.22	10481	5713	7537	6526
19.242	2861	2687	5840	6099
19.263	8562	5671	7361	6611
19.285	2973	2736	6339	6179
19.307	9481	5647	6977	6703
19.329	2737	2687	6488	6209
19.35	9662	5810	7251	6727
19.372	2671	2712	6097	6069
19.394	8703	5791	7681	6849
19.416	2823	2724	5916	6282
19.437	9045	5647	6495	6922
19.459	2781	2681	6056	6136
19.481	11119	5761	7015	6940
19.503	2787	2675	6152	5947
19.524	8982	5580	7480	6654
19.546	2757	2706	6273	6051
19.568	9637	5604	7223	6843
19.59	2700	2699	6255	6428
19.611	9917	5568	6688	6642
19.633	2881	2699	6144	6142
19.655	9918	5640	7154	6697
19.677	2800	2712	5915	6142
19.698	9842	5314	7073	6727
19.72	2858	2736	5782	6166
19.742	9617	5496	7192	6611
19.763	2898	2742	6198	6154
19.785	8395	5532	7259	6727
19.807	2680	2693	5937	6258
19.829	9319	5526	7741	6849
19.85	2766	2663	6078	6154
19.872	9973	5731	7627	6940
19.894	2999	2712	6578	6008
19.916	10730	5647	7536	6587
19.937	2768	2699	6292	5770
19.959	10789	5707	7746	6837
19.981	2756	2693	7677	6136
20.003	9875	5773	7239	6727
20.024	2771	2754	6171	6069
20.046	10331	5707	7278	6800
20.068	2761	2699	6874	6166
20.09	8554	5369	6744	6709
20.111	2700	2712	6198	6252
20.133	8871	5604	6822	6587
20.155	2794	2718	6634	5971
20.177	9635	5604	6955	6818
20.198	2913	2687	6521	6325
20.22	9581	5496	7494	6971
20.242	2768	2681	6754	6026
20.264	11133	5731	7554	6806
20.285	2819	2706	5912	5917
20.307	10171	5659	6948	6550
20.329	2864	2712	6428	5978
20.351	10299	5544	7200	6581
20.372	2718	2718	5856	6002
20.394	10449	5743	7099	6684
20.416	2794	2730	5925	6063
20.437	9650	5562	7184	6703
20.459	2766	2712	6598	6337
20.481	8238	5640	7395	6587
20.503	2795	2724	6710	6258
20.524	9590	5647	6603	6617
20.546	2791	2657	5864	6215
20.568	10839	5568	7574	6654
20.59	2816	2706	6291	5947
20.611	10106	5767	6972	6611
20.633	2820	2724	5867	5990
20.655	9283	5755	7360	6666
20.677	2737	2706	5959	6307
20.698	9592	5640	6623	6800
20.72	2826	2712	5487	6282
20.742	10143	5653	6756	6715
20.764	2687	2681	6594	5947
20.785	10318	5731	6952	6630
20.807	2859	2657	5979	6179
20.829	10952	5483	6567	6697
20.851	2743	2687	6116	6264
20.872	9217	5695	6417	6605
20.894	2770	2706	8125	6075
20.916	9798	5791	6900	6916
20.938	2850	2742	5688	6063
20.959	9188	5689	7245	6374
20.981	2856	2693	7059	6075
21.003	10669	5677	6848	6684
21.025	2908	2675	6406	5837
21.046	10902	5508	7160	6751
21.068	2707	2699	6824	6252
21.09	10835	5671	6721	6690
21.111	2848	2681	6128	6039
21.133	9791	5689	7068	6593
21.155	2810	2718	5937	6002
21.177	9793	5828	7273	6989
21.198	2723	2687	5746	5996
21.22	11647	5767	7159	6642
21.242	2724	2712	6068	5880
21.264	11297	5791	6883	6623
21.285	2854	2706	5913	6026
21.307	9738	5653	6876	6660
21.329	2759	2669	6468	6136
21.351	10050	5622	7885	6770
21.372	2905	2687	6090	6307
21.394	9817	5483	6808	6806
21.416	2800	2687	5809	6075
21.438	10290	5616	7114	6867
21.459	2624	2687	6361	5947
21.481	9027	5743	6804	6770
21.503	2760	2730	6137	6191
21.525	9913	5701	7397	6764
21.546	3029	2699	6268	6233
21.568	10384	5767	7268	6946
21.59	2819	2712	6125	6209
21.612	9949	5779	7253	6636
21.633	2783	2712	6402	6002
21.655	8750	5683	6565	6806
21.677	2763	2699	6260	6075
21.699	9812	5749	6577	6690
21.72	2799	2748	5675	5990
21.742	9818	5743	7328	6581
21.764	2728	2736	6510	6045
21.785	9392	5816	7554	6794
21.807	2728	2687	5865	6026
21.829	9285	5707	6598	6739
21.851	2682	2712	6134	6160
21.872	8925	5659	6343	6684
21.894	3004	2681	6669	6063
21.916	10212	5616	6372	6648
21.938	2816	2693	6258	6203
21.959	10363	5785	7368	6764
21.981	2774	2675	6496	6002
22.003	9946	5574	7432	6898
22.025	2722	2693	6498	6112
22.046	10929	5689	6939	6623
22.068	2758	2730	6235	6252
22.09	9905	5634	7058	6684
22.112	2900	2693	6631	6069
22.133	8907	5743	6980	6770
22.155	2810	2693	6034	6093
22.177	9775	5683	7338	6721
22.199	2799	2663	6056	6130
22.22	9914	5659	6667	6593
22.242	2826	2681	6241	5971
22.264	9529	5640	6913	6873
22.286	2886	2730	6655	6026
22.307	9202	5634	6230	6800
22.329	2808	2706	6532	5953
22.351	10029	5647	6922	6678
22.373	2668	2706	5982	6386
22.394	9271	5671	7102	6581
22.416	2712	2693	6439	5868
22.438	8841	5447	7547	6739
22.459	2716	2712	6008	6045
22.481	10542	5731	7004	6611
22.503	2697	2706	6475	6136
22.525	10311	5568	7275	6575
22.546	2710	2687	6370	5971
22.568	10601	5520	6770	7007
22.59	2780	2693	6557	6233
22.612	8740	5417	7544	6818
22.633	2851	2724	5734	6002
22.655	10237	5598	7103	6496
22.677	2682	2687	5520	6294
22.699	9838	5791	6621	6611
22.72	2758	2687	5520	5971
22.742	8649	5683	6446	6556
22.764	2703	2681	5877	6179
22.786	9454	5568	7319	6660
22.807	2824	2699	5834	6002
22.829	9409	5562	6890	6593
22.851	2740	2687	5973	6130
22.873	10703	5604	7051	6727
22.894	2768	2693	5572	6093
22.916	9128	5556	7327	6837
22.938	2767	2718	5439	6014
22.96	9416	5779	7134	6666
22.981	2674	2693	5766	6081
23.003	10167	5713	7035	6648
23.025	2747	2706	6527	5862
23.047	10176	5586	6683	6684
23.068	2790	2706	6310	5911
23.09	9615	5429	7582	6514
23.112	2685	2699	6130	6093
23.133	10418	5622	6885	6818
23.155	2721	2693	5965	6026
23.177	9961	5634	7471	6599
23.199	2675	2706	6296	6051
23.22	9568	5532	7248	6569
23.242	2731	2718	5997	6063
23.264	10469	5502	6287	6556
23.286	2746	2699	5853	5996
23.307	10419	5550	7208	6666
23.329	2760	2730	5633	6124
23.351	8836	5634	6880	6672
23.373	2990	2699	6274	6227
23.394	8313	5502	7551	6892
23.416	2826	2693	5509	6148
23.438	10120	5610	7541	6806
23.46	2764	2718	6215	5850
23.481	9875	5683	7056	6654
23.503	2724	2681	6414	6142
23.525	9254	5755	7566	6703
23.547	2614	2706	6922	6081
23.568	9963	5556	6778	6727
23.59	2825	2693	6369	6185
23.612	9377	5580	6980	6672
23.634	2715	2693	5856	6081
23.655	9961	5677	6874	6611
23.677	2931	2736	6104	6227
23.699	9755	5622	7901	6843
23.721	2897	2693	5953	6057
23.742	9840	5483	7102	6508
23.764	2808	2718	6786	5996
23.786	9777	5568	7778	6745
23.807	2825	2699	6294	6093
23.829	9873	5755	6711	6843
23.851	2792	2693	5768	6093
23.873	10243	5592	7297	6611
23.894	2705	2693	6022	6014
23.916	11300	5647	7222	6837
23.938	2775	2687	6431	6331
23.96	9974	5604	7258	6745
23.981	2771	2706	6165	5923
24.003	8493	5858	7397	6660
24.025	2991	2669	6845	6112
24.047	10250	5592	6964	6587
24.068	2693	2718	6160	6093
24.09	9167	5622	6776	6959
24.112	2854	2706	6074	5947
24.134	10512	5653	7434	6538
24.155	2747	2687	7018	6160
24.177	9943	5556	7441	6678
24.199	2806	2718	5466	5984
24.221	11663	5713	7977	6855
24.242	2699	2681	5952	5984
24.264	8849	5628	6421	6892
24.286	3023	2681	6144	5965
24.308	10074	5647	7022	6885
24.329	2722	2712	6344	6118
24.351	10435	5659	6670	6715
24.373	2749	2675	6045	6240
24.395	10780	5653	7430	6623
24.416	2858	2736	6484	6081
24.438	10092	5640	7107	6745
24.46	2787	2730	5848	6282
24.481	9166	5852	7719	6873
24.503	2845	2699	6697	5965
24.525	9614	5538	7204	6831
24.547	2740	2736	6063	6039
24.568	10197	5731	6799	6837
24.59	2811	2687	6927	6093
24.612	9704	5659	7287	6611
24.634	2907	2669	5491	6039
24.655	9234	5532	7174	6800
24.677	2684	2706	6086	6215
24.699	9359	5496	7430	6581
24.721	2751	2699	6156	5825
24.742	9719	5640	6963	6544
24.764	2702	2706	6056	6215
24.786	10447	5610	6666	6758
24.808	2924	2693	5934	6014
24.829	10407	5544	7129	6660
24.851	2675	2724	7067	6215
24.873	8733	5846	7204	6855
24.895	2725	2675	6151	6173
24.916	10076	5737	6887	6556
24.938	2958	2699	6315	6026
24.96	10038	5616	7134	6678
24.982	2940	2718	5623	6288
25.003	9253	5477	7521	6764
25.025	2857	2699	6082	6081
25.047	9296	5514	6701	6593
25.069	2747	2681	6777	5990
25.09	10171	5598	7191	6770
25.112	2788	2724	6620	6130
25.134	9242	5665	6713	6697
25.155	2752	2706	5379	6069
25.177	9072	5556	6824	6630
25.199	2785	2706	6205	6051
25.221	9445	5634	6979	6678
25.242	2767	2693	5491	6130
25.264	10328	5671	6491	6666
25.286	2650	2706	6377	6142
25.308	9035	5568	7046	6770
25.329	2740	2706	5792	5984
25.351	9576	5562	7425	6812
25.373	2730	2681	6136	6264
25.395	10107	5622	6939	6782
25.416	2720	2724	6527	5831
25.438	9359	5544	7766	6745
25.46	2751	2657	6574	6227
25.482	9829	5822	7512	6879
25.503	2742	2687	6365	6026
25.525	9522	5689	7740	6575
25.547	2896	2693	6609	6020
25.569	9868	5544	6782	6642
25.59	2843	2718	5762	5837
25.612	9106	5441	7653	6831
25.634	2788	2687	5775	5984
25.656	9267	5604	6973	6794
25.677	2803	2706	5886	5996
25.699	9147	5834	7287	6690
25.721	2751	2724	5973	5971
25.743	9983	5671	6734	6599
25.764	2777	2675	5823	6093
25.786	10270	5695	6827	6849
25.808	2987	2693	6523	6118
25.829	8709	5773	6884	6727
25.851	2897	2693	5662	6014
25.873	10143	5804	7759	6459
25.895	2724	2693	6386	6209
25.916	8924	5622	7164	6837
25.938	2653	2681	5855	6045
25.96	10109	5610	7798	6587
25.982	2871	2712	6295	6020
26.003	10195	5556	6654	6837
26.025	2735	2669	6424	6154
26.047	9508	5574	6746	6721
26.069	2751	2706	6165	6045
26.09	9015	5550	6775	6849
26.112	2773	2699	5655	6148
26.134	10164	5737	7425	6684
26.156	2959	2693	6154	6160
26.177	10058	5502	6798	6502
26.199	2744	2681	6008	6130
26.221	9723	5508	7108	6745
26.243	2715	2693	6112	5917
26.264	9898	5653	6385	6544
26.286	2888	2681	6882	6221
26.308	10550	5695	7341	6709
26.33	2692	2657	6366	6270
26.351	10606	5659	7383	6959
26.373	2791	2706	6586	6081
26.395	10456	5707	6615	6739
26.417	3138	2681	6438	6166
26.438	9043	5719	6666	6800
26.46	2820	2706	5953	6319
26.482	9383	5610	6604	6770
26.503	2691	2706	6349	5898
26.525	9645	5580	7767	6636
26.547	2721	2681	6204	5850
26.569	9674	5496	7089	6599
26.59	2845	2718	6163	5965
26.612	10561	5490	7180	6666
26.634	2756	2699	6290	6045
26.656	9664	5471	7279	6593
26.677	2879	2693	5844	6039
26.699	9635	5568	6839	6605
26.721	2719	2706	5750	6118
26.743	10340	5574	7601	6605
26.764	2942	2687	6229	6051
26.786	8560	5610	6752	6550
26.808	2937	2706	5624	5819
26.83	10047	5435	6276	6617
26.851	2707	2687	5890	6197
26.873	10547	5508	7540	6739
26.895	2889	2718	6529	6136
26.917	9372	5526	7170	6709
26.938	2737	2693	6270	6130
26.96	9248	5483	7497	6593
26.982	2753	2706	6282	5911
27.004	9182	5562	7186	6642
27.025	2874	2706	6145	6179
27.047	10055	5767	7581	6776
27.069	2647	2699	6011	6069
27.091	9913	5647	6712	6630
27.112	2805	2669	6185	6136
27.134	9502	5586	6881	6307
27.156	2805	2675	6506	6039
27.177	10161	5556	7446	6855
27.199	2766	2699	5931	6014
27.221	9407	5586	6958	6690
27.243	3020	2706	6510	6063
27.264	9367	5441	6887	6648
27.286	2845	2730	6784	6063
27.308	8546	5538	7695	6660
27.33	2743	2693	6815	6124
27.351	9635	5508	6970	6477
27.373	2755	2681	5702	6270
27.395	10364	5556	7196	6617
27.417	2937	2681	5732	6142
27.438	10225	5628	7068	6666
27.46	2742	2687	5068	6136
27.482	9471	5532	7439	6672
27.504	2693	2693	6052	6081
27.525	10457	5459	7095	6526
27.547	2896	2693	6783	6020
27.569	9707	5550	7672	6617
27.591	2942	2736	7123	6355
27.612	9551	5447	7024	6654
27.634	2842	2693	7420	6386
27.656	9608	5447	7540	6843
27.678	2760	2754	6391	6325
27.699	8779	5761	6933	6666
27.721	2716	2712	6762	6416
27.743	9754	5725	7109	6550
27.765	2818	2706	6382	6380
27.786	9129	5538	6890	6697
27.808	2618	2718	6973	6294
27.83	9247	5580	7533	6806
27.852	2884	2724	6489	5996
27.873	8882	5532	6851	6666
27.895	2838	2675	6350	5947
27.917	9150	5502	6524	6709
27.938	2813	2718	5647	6063
27.96	8321	5339	6845	6654
27.982	3138	2699	6073	6057
28.004	9889	5598	7588	6648
28.025	2763	2718	5691	5959
28.047	10528	5640	6428	6751
28.069	2813	2724	6326	6160
28.091	9861	5616	7219	6922
28.112	2861	2699	6099	6081
28.134	10552	5399	6463	6587
28.156	2908	2699	6045	6233
28.178	9460	5514	7169	6471
28.199	2776	2687	5235	6093
28.221	10694	5514	7569	6581
28.243	2693	2706	7185	6483
28.265	10586	5592	7135	6642
28.286	2758	2718	6234	6221
28.308	9811	5490	7514	6514
28.33	2776	2724	5783	6197
28.352	10561	5502	7138	6782
28.373	2857	2706	6441	6276
28.395	9024	5544	7142	6855
28.417	2654	2736	6483	6142
28.439	9383	5779	7194	6623
28.46	2643	2718	6110	6118
28.482	9557	5502	6949	6788
28.504	2735	2706	6089	6087
28.526	10690	5496	6896	6898
28.547	2780	2712	6501	5990
28.569	10511	5779	7413	6758
28.591	2829	2718	6325	6051
28.612	10332	5598	8159	6666
28.634	2859	2712	6426	5971
28.656	8896	5707	7382	6812
28.678	2814	2699	6227	6106
28.699	9783	5628	7251	6843
28.721	2784	2675	6152	6240
28.743	8620	5453	6941	6764
28.765	2855	2712	5761	6057
28.786	9665	5538	6989	6672
28.808	2938	2681	6792	5978
28.83	9894	5647	7290	6849
28.852	2891	2699	6450	6057
28.873	9859	5538	7721	6818
28.895	2767	2736	6336	6057
28.917	9651	5357	7285	6605
28.939	2738	2699	6198	6020
28.96	8961	5538	6369	6514
28.982	2774	2712	6151	5758
29.004	10121	5496	7084	6818
29.026	2672	2693	5900	5923
29.047	8879	5562	7698	6636
29.069	2710	2706	6390	5990
29.091	9839	5791	6525	6971
29.113	2833	2675	6699	6160
29.134	9620	5677	6603	6825
29.156	2746	2687	6010	6075
29.178	9601	5779	6763	6697
29.2	2842	2687	6144	6142
29.221	8676	5671	7114	6684
29.243	2985	2693	6200	6136
29.265	9043	5532	7037	6715
29.286	2960	2699	7258	6307
29.308	9259	5586	7006	6636
29.33	2906	2669	5849	5978
29.352	9577	5490	6629	6666
29.373	2815	2706	5904	6240
29.395	10119	5435	7509	6770
29.417	2719	2712	5849	6227
29.439	9073	5574	6676	6636
29.46	2702	2681	6691	6240
29.482	8881	5508	7044	6563
29.504	2839	2693	6333	6075
29.526	10427	5671	7216	6733
29.547	2795	2718	6924	6093
29.569	9568	5502	7156	6678
29.591	2709	2712	6611	6118
29.613	9861	5604	7401	6660
29.634	2848	2712	6482	5965
29.656	8942	5399	6603	6745
29.678	2689	2712	6015	6246
29.7	9010	5586	6542	6825
29.721	2806	2693	5808	6154
29.743	10366	5634	6460	6623
29.765	2911	2706	6004	6258
29.787	8825	5514	7339	6593
29.808	2711	2687	6113	6209
29.83	9150	5634	6774	6526
29.852	2731	2693	6561	6026
29.874	8956	5634	7471	6782
29.895	2738	2669	6671	6142
29.917	9750	5604	7042	6764
29.939	2776	2706	6348	6099
29.96	8961	5514	7487	6599
29.982	2863	2675	6341	6106
30.004	9923	5532	6776	6776
30.026	2823	2681	6136	6112
30.047	9634	5429	7498	6715
30.069	2848	2712	6328	5971
30.091	9674	5514	7064	6587
30.113	2766	2736	5477	6203
30.134	9449	5580	6624	6745
30.156	2676	2669	6333	6014
30.178	9483	5544	6581	6642
30.2	2886	2693	6382	6045
30.221	9885	5562	7690	6745
30.243	2815	2699	6166	6331
30.265	9866	5502	7198	6678
30.287	2718	2712	6126	6112
30.308	8681	5532	6767	6715
30.33	2939	2687	5949	6026
30.352	9337	5689	7589	6617
30.374	2666	2681	6048	6008
30.395	9374	5719	7489	6654
30.417	2809	2693	6469	6130
30.439	10527	5580	6803	6788
30.461	2674	2724	6023	6416
30.482	9756	5665	6959	6550
30.504	2809	2718	5888	6087
30.526	9497	5544	7462	6660
30.548	2781	2724	6219	5959
30.569	10776	5429	7113	6617
30.591	2936	2730	6186	6166
30.613	10048	5496	7117	6599
30.634	2943	2693	6274	6166
30.656	10042	5447	7203	6642
30.678	2854	2706	6030	6039
30.7	9637	5574	6595	6617
30.721	2962	2687	6078	5904
30.743	9860	5477	7865	6751
30.765	2893	2699	6160	6154
30.787	9558	5526	7128	6648
30.808	3049	2681	6330	6039
30.83	8482	5471	6854	6623
30.852	2764	2706	6127	5984
30.874	8471	5423	7197	6642
30.895	2724	2699	6590	6081
30.917	9336	5423	6946	6703
30.939	2855	2712	6285	6173
30.961	9410	5773	6845	6697
30.982	2963	2681	5855	6240
31.004	9103	5502	7141	6861
31.026	2756	2657	6071	6118
31.048	9607	5447	7103	6404
31.069	2941	2712	6115	6112
31.091	9667	5520	7052	6812
31.113	2717	2687	6771	6020
31.135	9189	5634	7407	6764
31.156	2668	2724	5156	6185
31.178	8697	5417	7570	6666
31.2	2769	2724	6427	6209
31.222	9432	5544	6928	7093
31.243	2695	2724	6672	6227
31.265	9124	5556	7735	6678
31.287	2896	2706	6594	5971
31.308	8903	5526	6915	6818
31.33	2704	2706	6470	6087
31.352	9575	5580	7814	6471
31.374	2998	2706	5743	6203
31.395	9462	5477	7091	6690
31.417	2738	2669	6707	6368
31.439	7910	5363	7358	6739
31.461	2860	2706	6143	5959
31.482	9037	5502	6695	6727
31.504	2716	2718	6932	6032
31.526	9205	5616	5346	6666
31.548	2871	2724	6950	6087
31.569	9500	5399	7261	6776
31.591	2751	2706	6416	6026
31.613	9770	5689	7047	6764
31.635	2720	2748	7115	6063
31.656	9818	5671	6994	6843
31.678	2852	2651	5857	6221
31.7	9183	5435	7815	6715
31.722	3030	2706	9136	6160
31.743	8773	5514	7322	6623
31.765	2941	2712	9822	6154
31.787	8594	5526	7669	6794
31.809	2868	2724	9753	6471
31.83	9652	5628	6891	6788
31.852	2738	2693	7962	6185
31.874	10784	5471	7358	6764
31.896	2699	2724	8896	6331
31.917	5343	5659	6651	6751
31.939	2918	2706	9906	6301
31.961	5127	5453	7958	6684
31.982	2826	2693	8756	6045
32.004	5460	5447	7431	6684
32.026	2835	2742	9838	6185
32.048	5880	5453	7628	6666
32.069	2894	2669	8103	6087
32.091	6002	5399	7172	6812
32.113	2751	2706	7607	6173
32.135	5419	5447	6397	6776
32.156	2751	2693	9101	6185
32.178	5422	5785	7189	6703
32.2	2900	2699	8579	6075
32.222	5423	5411	6618	6587
32.243	2865	2663	9264	6057
32.265	6170	5411	7451	6654
32.287	2700	2718	8315	6136
32.309	6094	5411	6638	6630
32.33	2867	2724	8452	6246
32.352	5409	5302	7072	6575
32.374	2782	2706	9274	6008
32.396	5495	5399	6768	6855
32.417	2729	2742	9220	6148
32.439	5607	5375	7947	6885
32.461	2802	2687	8278	6276
32.483	5626	5526	6416	6599
32.504	3023	2699	8684	6057
32.526	5013	5320	7353	6544
32.548	2740	2651	7747	6276
32.57	6388	5477	7180	6556
32.591	2652	2706	8499	6142
32.613	5554	5562	7449	6496
32.635	2944	2663	5762	6203
32.656	5851	5369	6384	6739
32.678	2786	2657	5654	6166
32.7	5249	5556	6378	6605
32.722	2794	2681	6690	5959
32.743	5585	5387	7494	6703
32.765	2725	2699	6128	5935
32.787	5282	5496	6692	6697
32.809	2784	2712	6109	6069
32.83	4755	5417	6631	6447
32.852	2776	2706	7058	5941
32.874	5560	5266	6961	6733
32.896	2837	2675	6250	6020
32.917	4580	5526	6973	6678
32.939	2773	2651	5570	6020
32.961	5239	5435	6798	6745
32.983	2740	2699	6857	6209
33.004	5719	5610	6299	6532
33.026	2646	2699	5750	6032
33.048	5342	5296	6860	6532
33.07	2611	2712	5799	6288
33.091	5551	5719	7290	6831
33.113	3004	2693	6667	5959
33.135	5609	5453	6588	6660
33.157	2890	2718	6187	6215
33.178	5702	5508	6617	6605
33.2	2779	2693	6241	6087
33.222	5430	5411	7065	6800
33.244	2713	2699	6307	5947
33.265	5420	5393	7650	6758
33.287	2753	2693	5806	6313
33.309	5303	5296	6327	6837
33.33	2879	2681	6260	6203
33.352	5575	5363	7036	6556
33.374	2866	2669	6232	5904
33.396	5596	5447	6793	6556
33.417	2731	2718	6247	6002
33.439	5119	5490	6388	6697
33.461	2894	2706	7323	6368
33.483	4817	5477	6719	6575
33.504	2759	2706	6155	6032
33.526	5613	5441	6569	6690
33.548	2952	2730	6270	5862
33.57	5382	5375	7041	6672
33.591	2857	2699	6202	6124
33.613	6014	5435	6532	6758
33.635	2856	2706	6784	6057
33.657	5286	5508	7365	6441
33.678	2944	2681	6718	6203
33.7	5567	5544	6314	6563
33.722	2750	2693	6300	6039
33.744	6241	5514	6736	6684
33.765	2735	2669	6588	6112
33.787	5500	5586	6657	6666
33.809	2664	2724	5912	6020
33.831	5411	5490	6643	6703
33.852	2851	2718	6477	5953
33.874	5628	5453	7025	6758
33.896	2718	2693	5839	6179
33.918	6169	5634	6366	6636
33.939	2745	2693	6832	6081
33.961	5566	5411	6512	6642
33.983	2980	2742	6332	5850
34.004	5479	5526	7582	6697
34.026	2717	2693	5853	6124
34.048	5566	5357	6350	6697
34.07	2728	2730	6434	6081
34.091	5108	5490	6308	6788
34.113	2772	2699	6148	5917
34.135	4907	5381	6450	6459
34.157	2727	2706	5531	6142
34.178	5284	5308	6703	6690
34.2	2989	2724	6549	6166
34.222	5974	5387	6878	6697
34.244	2825	2699	6122	6075
34.265	5421	5514	6933	7007
34.287	2749	2712	6214	6136
34.309	5560	5387	6535	6593
34.331	2824	2663	5697	6051
34.352	5891	5369	7404	6782
34.374	2754	2724	6770	6221
34.396	5609	5266	6224	6593
34.418	2732	2681	6167	6130
34.439	5293	5260	5438	6660
34.461	2776	2718	6598	6099
34.483	5750	5393	7687	6709
34.505	2802	2693	5938	5886
34.526	5620	5345	7848	6690
34.548	2950	2706	6776	5880
34.57	6324	5568	6871	6502
34.592	2798	2730	6244	6045
34.613	5192	5290	6324	6678
34.635	2681	2699	5917	5959
34.657	5488	5375	6276	6770
34.678	2967	2718	6323	6124
34.7	4921	5496	7070	6526
34.722	2840	2693	6614	6008
34.744	5991	5417	6392	6739
34.765	3080	2712	7251	6112
34.787	5294	5405	7079	6806
34.809	2737	2706	6219	6081
34.831	5223	5224	6024	6727
34.852	2669	2687	5725	5813
34.874	5533	5339	7067	6672
34.896	2673	2681	5577	6032
34.918	5840	5339	7029	6599
34.939	2758	2687	6282	6233
34.961	4979	5405	6778	6599
34.983	2700	2687	5852	5965
35.005	5642	5333	6751	6727
35.026	2897	2693	5890	6026
35.048	5188	5429	6389	6697
35.07	2717	2675	6045	6093
35.092	6010	5562	7463	6581
35.113	2791	2687	6420	6173
