Time [s] 	 CH1 	 BGND1 	 CH2 	 BGND2 
84.576	5271	5182	6855	6471
84.598	2908	2693	6068	6008
84.62	4998	5085	6909	6435
84.642	2751	2663	5645	6148
84.663	5853	5006	6604	6581
84.685	2854	2724	5801	6185
84.707	4782	5248	6551	6532
84.729	2799	2706	6656	6014
84.75	4717	5127	6676	6556
84.772	2601	2693	5567	6087
84.794	4955	5194	6397	6660
84.816	2624	2657	5995	6173
84.837	4992	5079	7145	6623
84.859	2788	2687	5985	6081
84.881	5411	5091	7100	6392
84.903	2882	2699	5835	6002
84.924	5343	5037	6960	6325
84.946	2665	2712	5729	5996
84.968	4950	5163	6925	6520
84.989	2934	2687	7180	6075
85.011	5147	5006	6808	6697
85.033	2618	2712	5882	6075
85.055	5745	5320	6515	6623
85.076	2723	2693	5928	6014
85.098	4909	5206	6581	6697
85.12	2995	2699	5710	6106
85.142	5229	5242	7057	6672
85.163	2807	2681	5838	6045
85.185	6209	5103	6545	6386
85.207	2857	2699	6336	6026
85.229	4945	5224	6503	6587
85.25	2867	2687	5677	5953
85.272	5036	4976	6684	6617
85.294	2795	2706	6455	6026
85.316	4542	5121	6976	6441
85.337	2737	2693	5982	6093
85.359	5543	5115	7020	6453
85.381	2831	2712	6634	6203
85.403	4721	5073	7132	6593
85.424	2952	2693	6471	6264
85.446	4815	5194	6389	6477
85.468	2810	2675	5396	5941
85.49	5293	5091	6895	6538
85.511	2793	2718	5690	5886
85.533	5095	5115	7013	6575
85.555	2837	2669	5282	6197
85.577	5018	5103	5916	6471
85.598	2786	2712	6404	6002
85.62	5273	5175	6124	6465
85.642	2832	2657	6340	6191
85.663	5122	5248	6245	6581
85.685	2721	2651	5999	6154
85.707	5486	5139	6314	6922
85.729	3053	2706	6036	5868
85.75	5837	5157	6423	6459
85.772	2826	2706	6046	5984
85.794	5164	5073	7149	6538
85.816	2776	2724	6563	6020
85.837	5124	5151	6298	6526
85.859	2770	2718	5885	5965
85.881	5395	4982	6930	6502
85.903	2738	2669	5820	5728
85.924	5121	5188	6176	6313
85.946	2694	2687	6394	5917
85.968	4963	5212	6895	6575
85.99	2806	2706	6170	6014
86.011	5013	5079	6612	6636
86.033	2863	2699	5994	5898
86.055	5288	5049	7165	6636
86.077	2773	2699	6444	6057
86.098	4950	5043	6751	6404
86.12	2918	2706	6040	6026
86.142	5047	5079	6358	6514
86.164	2886	2724	6091	6154
86.185	4854	5145	6264	6520
86.207	2701	2699	6525	6008
86.229	5170	5115	6985	6648
86.251	2786	2693	6053	5874
86.272	5485	5175	7574	6678
86.294	2656	2712	5794	5929
86.316	5800	5079	5904	6459
86.337	2827	2706	6312	6039
86.359	5029	5079	6253	6496
86.381	2710	2699	6190	5874
86.403	5043	5121	6639	6721
86.424	2803	2699	5971	5837
86.446	4950	5127	6978	6514
86.468	2685	2687	5626	6057
86.49	5603	5145	7548	6459
86.511	2833	2699	5754	6160
86.533	5137	5097	6274	6739
86.555	2853	2706	6203	6069
86.577	5701	4982	6845	6483
86.598	2721	2718	6415	5831
86.62	5968	4861	7057	6605
86.642	2773	2706	6386	6093
86.664	5070	5037	7050	6556
86.685	2769	2693	6546	6404
86.707	5564	5079	6776	6526
86.729	2743	2699	6723	6148
86.751	5296	5169	5814	6666
86.772	2968	2681	6800	6002
86.794	4844	5218	6899	6605
86.816	3000	2687	6089	5801
86.838	4977	5260	6209	6428
86.859	2731	2675	5720	5996
86.881	5938	5224	6986	6538
86.903	2746	2712	5891	6185
86.925	5381	5025	7476	6301
86.946	2715	2718	6802	6453
86.968	5327	5085	6821	6648
86.99	3005	2657	6073	6075
87.011	5261	5206	5792	6544
87.033	2942	2681	6292	5935
87.055	5259	5169	6667	6849
87.077	2769	2693	5703	6051
87.098	6101	5206	7505	6642
87.12	2688	2675	5841	5996
87.142	4860	5067	6262	6873
87.164	2799	2699	6240	6063
87.185	5998	5091	6954	6526
87.207	2693	2712	6696	5770
87.229	5254	5194	7403	6593
87.251	2618	2706	6486	5801
87.272	5073	5212	5918	6611
87.294	2764	2675	6008	5978
87.316	5367	5236	6673	6502
87.338	2611	2693	5874	6014
87.359	5215	5133	6273	6623
87.381	2781	2724	6729	6106
87.403	5009	5151	6810	6690
87.425	2830	2693	6300	5783
87.446	5318	5043	7047	6593
87.468	2888	2706	6505	6002
87.49	4976	5109	6339	6721
87.512	2720	2687	6324	6069
87.533	5349	5103	6362	6745
87.555	2778	2706	5433	5862
87.577	5374	5115	6801	6703
87.599	2745	2712	6245	6032
87.62	4666	5109	6658	6611
87.642	2846	2699	6107	5850
87.664	4894	5139	5825	6690
87.685	2704	2687	6181	5892
87.707	4983	5109	6332	6404
87.729	2690	2718	5768	6124
87.751	5251	5127	7332	6447
87.772	2664	2730	5554	5959
87.794	5433	5127	6999	6666
87.816	2757	2724	6471	5935
87.838	5373	4964	6884	6623
87.859	2896	2706	6037	5886
87.881	5019	5145	7166	6587
87.903	2744	2699	5912	6148
87.925	5158	5302	6574	6410
87.946	2738	2724	6763	6045
87.968	5073	5097	6827	6587
87.99	2827	2693	6564	5892
88.012	5145	5115	7020	6648
88.033	2709	2681	6246	5862
88.055	4797	4964	6404	6690
88.077	2642	2699	5880	6124
88.099	5012	5194	6894	6508
88.12	2778	2699	6726	6106
88.142	5677	5097	6495	6733
88.164	2732	2693	5892	5971
88.186	5583	5230	7303	6459
88.207	2795	2742	6278	6063
88.229	5422	5055	6388	6502
88.251	2666	2687	6115	5874
88.273	4899	5018	7145	6489
88.294	2798	2693	5990	5959
88.316	5117	5085	7223	6489
88.338	2778	2699	5694	5965
88.359	4782	5109	6219	6355
88.381	2643	2699	6620	6142
88.403	4864	5151	6775	6636
88.425	2738	2675	5679	6020
88.446	5606	5103	6880	6605
88.468	2845	2675	6728	6002
88.49	4999	5194	6657	6453
88.512	2914	2693	6630	5837
88.533	5063	5037	7612	6428
88.555	2771	2687	6190	6075
88.577	5156	5049	6529	6477
88.599	2800	2718	5852	5978
88.62	4858	5212	7053	6343
88.642	2741	2712	6120	6106
88.664	5158	5151	6488	6563
88.686	2927	2693	5995	5984
88.707	4858	5200	6142	6544
88.729	2838	2730	7197	6160
88.751	5125	5194	6677	6459
88.773	2777	2712	6483	6045
88.794	5409	5097	7189	6642
88.816	2832	2693	6132	6032
88.838	5227	5127	6363	6654
88.86	2634	2730	7798	6051
88.881	5167	5012	6683	6556
88.903	3045	2730	6246	6008
88.925	4880	4958	6031	6636
88.947	2729	2712	6321	6307
88.968	5532	5097	6726	6404
88.99	2846	2681	5738	5965
89.012	5246	5031	6520	6398
89.033	2764	2718	6280	5856
89.055	5431	5043	6572	6368
89.077	2800	2693	6381	6069
89.099	5133	5206	6939	6715
89.12	2742	2681	5809	5898
89.142	4678	5043	6529	6605
89.164	2733	2681	5835	6282
89.186	5209	5091	6048	6349
89.207	2780	2718	6055	6075
89.229	5476	5079	6648	6617
89.251	2702	2693	5674	6026
89.273	4724	4976	7299	6678
89.294	2726	2718	6240	6014
89.316	5461	5121	6428	6630
89.338	2819	2669	6270	5898
89.36	5777	5109	6522	6721
89.381	2762	2687	5674	6057
89.403	5021	5067	6107	6532
89.425	2876	2718	7109	6057
89.447	5116	5097	6315	6569
89.468	2731	2681	6098	5959
89.49	5015	5139	6712	6818
89.512	2797	2706	5566	6264
89.534	4965	5194	6525	6380
89.555	2701	2699	5785	5740
89.577	5535	5182	7573	6556
89.599	2724	2681	6253	6124
89.621	5295	4940	6379	6630
89.642	2717	2699	6416	5996
89.664	5272	5163	6756	6386
89.686	2816	2693	5605	6233
89.707	4781	5073	6464	6520
89.729	2909	2681	6317	6118
89.751	5544	5031	7073	6654
89.773	2859	2736	5674	6057
89.794	5256	5127	6598	6690
89.816	2686	2675	6195	6148
89.838	6184	5212	7181	6520
89.86	2960	2687	6446	6246
89.881	4598	5091	6587	6502
89.903	2895	2681	5831	5801
89.925	5090	5043	6686	6538
89.947	2689	2669	5464	6197
89.968	4983	5103	6750	6642
89.99	2721	2693	6241	5953
90.012	5336	5006	7001	6538
90.034	2816	2675	6080	6051
90.055	5471	5037	6506	6404
90.077	2790	2730	5971	6026
90.099	5678	5175	5951	6630
90.121	2853	2706	6625	5795
90.142	4572	5145	6413	6885
90.164	2914	2681	6947	6099
90.186	4919	5151	6549	6617
90.208	2698	2687	6564	6099
90.229	5238	4994	6861	6690
90.251	2824	2687	5821	5685
90.273	5559	5151	7226	6684
90.295	2778	2748	6222	5703
90.316	4722	5037	7019	6660
90.338	2654	2693	6412	6453
90.36	5323	5031	6516	6733
90.381	2887	2718	6273	5971
90.403	5500	5278	6262	6489
90.425	2918	2699	6402	5831
90.447	4804	5103	6718	6569
90.468	2858	2693	5857	6215
90.49	5576	5151	6371	6611
90.512	2661	2730	6008	5770
90.534	5023	5121	6556	6611
90.555	3124	2712	6164	6045
90.577	5177	5085	6593	6648
90.599	2669	2693	6320	6142
90.621	4976	5224	6167	6374
90.642	2761	2681	6879	6166
90.664	5222	5109	6218	6654
90.686	2739	2706	6367	6215
90.708	5476	5194	7306	6660
90.729	2792	2669	7062	6118
90.751	5373	5067	7022	6368
90.773	2677	2687	6115	6008
90.795	5269	5236	7049	6782
90.816	2697	2712	5777	5971
90.838	5309	4970	6611	6575
90.86	2789	2712	6356	6270
90.882	4641	5145	6304	6642
90.903	2891	2724	6156	5904
90.925	5825	4970	6812	6599
90.947	2651	2687	5889	5959
90.969	5465	4910	7177	6623
90.99	2780	2712	6889	6014
91.012	4807	5043	7310	6587
91.034	2786	2693	6159	5850
91.055	4837	5031	6452	6563
91.077	2764	2693	6673	5935
91.099	5332	5061	6938	6514
91.121	2689	2724	6089	6039
91.142	4765	5151	5848	6319
91.164	2764	2687	6146	6087
91.186	4782	5000	7158	6825
91.208	2832	2693	7285	6160
91.229	5261	5079	6928	6636
91.251	2737	2712	6353	6069
91.273	5509	5206	6383	6532
91.295	2838	2693	5901	5996
91.316	5105	5079	6962	6386
91.338	2723	2681	5642	6099
91.36	4755	4964	5888	6617
91.382	2768	2681	6826	6081
91.403	4989	5000	6617	6550
91.425	2783	2706	6415	5856
91.447	4575	5055	7279	6690
91.469	2784	2712	6254	5716
91.49	5334	5031	6381	6465
91.512	2877	2724	6036	6099
91.534	5628	5103	7055	6684
91.556	2743	2669	5684	6112
91.577	5487	5163	6689	6422
91.599	3189	2687	6617	6307
91.621	5390	5127	6088	6435
91.643	2660	2712	6120	6160
91.664	5371	5163	6488	6611
91.686	2724	2699	6621	6179
91.708	5975	5157	6751	6751
91.729	2814	2699	5300	5971
91.751	5263	5163	6307	6435
91.773	2700	2669	6101	5892
91.795	6219	5055	6817	6422
91.816	2820	2699	6252	5941
91.838	5036	5073	6268	6550
91.86	2761	2706	5832	5990
91.882	4960	5055	7001	6666
91.903	2830	2712	6466	5953
91.925	4651	5103	6337	6404
91.947	2656	2663	5948	6008
91.969	4985	5302	6718	6447
91.99	2623	2675	6173	6045
92.012	5187	5212	6628	6483
92.034	2643	2712	6686	6130
92.056	5266	4994	6250	6654
92.077	2701	2663	6309	5898
92.099	5308	5357	6597	6758
92.121	2893	2693	6528	6081
92.143	4894	5163	7129	6593
92.164	2834	2712	6510	6185
92.186	4858	5085	5787	6544
92.208	2764	2687	6297	5862
92.23	4990	5073	6146	6678
92.251	2805	2718	5412	6032
92.273	5288	5206	7391	6502
92.295	2770	2687	5846	5862
92.317	5008	5194	6974	6483
92.338	2732	2687	6289	6039
92.36	5425	5290	7138	6636
92.382	3035	2681	5609	5868
92.403	4710	4988	6597	6422
92.425	2823	2724	6451	5850
92.447	5102	5302	7237	6727
92.469	2764	2675	6609	6173
92.49	5414	4982	6581	6581
92.512	2763	2718	6245	5825
92.534	5487	4994	6478	6502
92.556	2843	2651	5960	6020
92.577	4875	5151	6587	6520
92.599	3064	2693	6097	5947
92.621	5224	5139	6328	6410
92.643	2816	2706	5873	6014
92.664	5486	5127	6286	6690
92.686	2823	2724	6241	6106
92.708	5180	5290	6525	6496
92.73	2697	2675	6695	6014
92.751	4932	5151	6644	6544
92.773	2937	2693	6391	6063
92.795	5524	5037	6466	6654
92.817	2878	2699	6214	6106
92.838	5178	4928	7130	6563
92.86	2768	2699	5784	5984
92.882	5989	5103	6749	6575
92.904	2627	2724	5519	6093
92.925	5460	5097	7491	6617
92.947	2758	2693	6165	5923
92.969	5500	5254	7788	6471
92.991	2763	2718	6752	6179
93.012	5124	5182	7343	6690
93.034	2917	2681	5879	5758
93.056	5193	5139	7180	6678
93.077	2940	2681	5922	5923
93.099	5127	5073	6628	6605
93.121	2942	2724	6108	5917
93.143	4957	5031	6831	6660
93.164	2781	2712	6018	6142
93.186	4847	5073	6315	6569
93.208	2950	2687	5918	6142
93.23	4922	5067	6161	6660
93.251	2796	2742	6172	5935
93.273	5522	5127	7379	6563
93.295	2919	2681	5983	6154
93.317	5050	5206	7063	6349
93.338	2937	2693	6057	6020
93.36	5294	5109	6317	6733
93.382	2665	2712	6772	6014
93.404	4716	5127	6045	6611
93.425	2640	2687	5424	6221
93.447	5100	5055	6884	6508
93.469	2803	2730	6132	6099
93.491	5747	5169	7097	6569
93.512	2712	2730	6295	6106
93.534	4723	5127	6705	6642
93.556	2864	2651	6576	6069
93.578	5127	5091	5955	6361
93.599	2753	2669	6890	6081
93.621	4867	5037	6687	6556
93.643	2923	2669	5787	5941
93.665	5243	5073	6717	6684
93.686	2689	2687	6503	6008
93.708	4866	5224	8028	6684
93.73	2665	2706	5551	6032
93.751	6184	5212	6047	6599
93.773	2673	2699	6199	5813
93.795	5347	5091	6271	6489
93.817	2747	2706	5938	6173
93.838	5047	5218	6350	6496
93.86	2779	2706	6333	5978
93.882	5393	5157	7655	6374
93.904	2656	2657	6217	6008
93.925	5064	5127	6321	6532
93.947	2815	2693	5907	5898
93.969	5158	5043	7240	6361
93.991	2727	2706	5859	5971
94.012	5716	5049	6592	6727
94.034	2763	2693	5835	6148
94.056	4973	5000	6941	6508
94.078	2882	2706	6626	6112
94.099	5112	4976	6663	6630
94.121	2667	2724	6154	6130
94.143	5110	5025	6489	6526
94.165	2756	2712	6649	6032
94.186	4783	5157	7670	6715
94.208	2687	2706	5879	6075
94.23	4960	5121	7005	6684
94.252	2713	2681	6363	6008
94.273	5407	5055	5966	6465
94.295	2753	2675	5459	6093
94.317	5070	5224	6499	6818
94.339	2758	2699	6427	5898
94.36	5318	4982	6805	6550
94.382	2741	2718	6495	6020
94.404	5424	5248	6968	6672
94.426	2718	2706	6360	6124
94.447	5881	4928	6789	6697
94.469	2729	2718	6198	6118
94.491	5227	5236	6596	6416
94.512	2774	2693	5409	6014
94.534	5731	5055	6212	6703
94.556	2717	2699	6154	5801
94.578	5293	5326	6327	6623
94.599	2802	2760	5581	6148
94.621	5171	5073	7504	6526
94.643	2729	2699	6474	6051
94.665	5064	5188	7095	6630
94.686	2704	2706	6015	6069
94.708	5230	4982	7038	6630
94.73	2707	2699	6220	5856
94.752	5613	5025	6734	6276
94.773	2802	2681	5866	5971
94.795	5386	4982	6665	6575
94.817	2640	2693	5741	5947
94.839	4905	5133	6969	6489
94.86	2614	2687	6584	6258
94.882	5508	4952	6355	6410
94.904	2892	2706	6458	5904
94.926	5039	4946	7159	6514
94.947	2899	2712	7113	5911
94.969	5720	5049	6727	6599
94.991	2708	2681	6391	5923
95.013	5966	5133	6623	6526
95.034	2844	2712	6153	5898
95.056	5150	5115	7931	6581
95.078	2779	2693	6233	6093
95.1	5529	5290	6719	6575
95.121	2841	2706	6375	5746
95.143	4606	5091	6637	6721
95.165	2789	2699	6336	6282
95.186	5353	5085	6339	6319
95.208	2683	2718	5354	6142
95.23	5117	5218	6715	6599
95.252	2773	2681	6018	6032
95.273	5799	5206	6766	6526
95.295	2982	2663	5973	6008
95.317	5301	5073	6011	6319
95.339	2743	2693	5974	6087
95.36	5083	5308	6575	6514
95.382	2750	2687	5804	5886
95.404	5191	5163	6123	6733
95.426	2835	2699	6349	5947
95.447	5475	5097	6392	6599
95.469	2765	2706	6548	6173
95.491	5075	5169	6615	6587
95.513	2732	2669	6122	6160
95.534	5233	5109	6986	6563
95.556	2999	2681	5781	5844
95.578	5461	5169	6269	6825
95.6	2800	2736	5654	6282
95.621	4972	5031	6063	6630
95.643	3005	2699	5717	6057
95.665	5436	5200	6181	6569
95.687	2858	2675	5948	6130
95.708	4771	5049	5883	6593
95.73	2703	2681	6505	5837
95.752	5477	5097	6708	6477
95.774	2820	2687	5311	6057
95.795	5847	5061	6545	6721
95.817	2924	2742	5448	5898
95.839	5261	5109	7397	6581
95.86	2642	2687	5957	6087
95.882	4946	4982	7087	6642
95.904	2716	2687	5879	5813
95.926	5228	5121	7402	6642
95.947	2728	2724	6809	5959
95.969	5735	5061	7235	6569
95.991	2748	2736	6141	5953
96.013	5087	5012	6783	6593
96.034	2835	2663	6142	5764
96.056	4881	5067	6967	6739
96.078	2695	2712	6326	6136
96.1	4828	5109	6439	6532
96.121	2729	2736	5720	5923
96.143	5136	5151	6534	6508
96.165	2769	2706	6233	5880
96.187	5530	5115	6582	6623
96.208	2735	2724	6174	6093
96.23	4886	5031	6986	6623
96.252	2761	2687	6862	6112
96.274	6459	4916	6380	6721
96.295	2860	2687	6199	6106
96.317	5151	5212	6913	6477
96.339	2657	2724	5450	5965
96.361	5220	5012	6875	6636
96.382	2649	2663	5686	6051
96.404	5170	5031	6486	6599
96.426	2717	2681	6271	6039
96.448	4956	5200	6687	6563
96.469	2789	2663	6033	6069
96.491	4753	5206	6898	6526
96.513	2769	2730	6397	6173
96.534	5230	5169	6406	6489
96.556	2797	2669	5349	6057
96.578	5168	5097	7115	6654
96.6	2793	2718	6718	6136
96.621	5407	4874	6393	6483
96.643	2734	2699	6064	5923
96.665	5233	5206	6428	6593
96.687	2806	2669	6704	5911
96.708	4983	4970	6743	6898
96.73	2774	2693	5597	6063
96.752	5167	5031	7256	6678
96.774	2604	2706	5688	5917
96.795	5173	5163	6777	6410
96.817	2921	2681	5801	5813
96.839	5354	5133	6795	6569
96.861	2818	2736	5771	6039
96.882	5298	5000	5718	6428
96.904	2942	2687	6307	6191
96.926	5160	5085	6401	6569
96.948	2803	2699	6223	6020
96.969	5524	5012	6874	6575
96.991	2779	2706	5489	5941
97.013	4869	5067	7019	6496
97.035	2704	2687	6079	6148
97.056	5787	5049	6153	6794
97.078	2787	2730	6143	6002
97.1	4668	5169	6505	6611
97.122	2784	2663	6532	6112
97.143	5126	5079	7133	6709
97.165	2753	2699	5921	5996
97.187	5312	5157	7004	6654
97.208	2775	2675	6986	6203
97.23	5272	5151	7288	6477
97.252	2835	2681	6329	5856
97.274	4995	5121	7291	6611
97.295	2723	2730	6407	6124
97.317	5169	5254	7320	6642
97.339	2704	2681	5663	5892
97.361	5489	5079	6831	6770
97.382	2784	2718	6004	6124
97.404	4950	5091	7166	6617
97.426	2912	2724	6428	6081
97.448	5411	5363	6480	6672
97.469	2726	2645	5765	6051
97.491	5134	5049	7597	6471
97.513	2620	2706	6196	6099
97.535	5110	5055	7043	6502
97.556	2824	2675	7007	6032
97.578	5702	4994	6816	6623
97.6	2799	2687	5965	6203
97.622	5149	5206	6365	6483
97.643	2756	2712	6348	6142
97.665	5208	5079	6619	6733
97.687	2653	2663	5657	5874
97.709	4989	5302	7190	6630
97.73	2898	2712	6250	6002
97.752	4994	5049	7017	6587
97.774	2803	2687	5788	6075
97.796	4819	5326	6242	6471
97.817	2979	2699	6332	6002
97.839	4976	5145	6490	6648
97.861	2863	2681	6287	6057
97.882	5501	5031	7055	6611
97.904	2744	2687	7391	6136
97.926	4941	5121	6557	6623
97.948	2776	2687	6364	6039
97.969	5395	5127	6998	6563
97.991	2622	2693	6486	6087
98.013	4969	5097	5879	6788
98.035	2770	2669	6100	5971
98.056	4949	5121	6306	6349
98.078	2763	2706	5938	6045
98.1	5260	5157	7291	6575
98.122	2828	2687	5876	6063
98.143	5371	5236	7012	6654
98.165	2738	2681	5614	6057
98.187	5143	5055	6581	6678
98.209	2684	2687	5662	6057
98.23	5454	5031	6860	6556
98.252	2779	2681	6617	5971
98.274	5050	5121	6627	6727
98.296	2742	2687	6160	6032
98.317	6266	5224	6427	6563
98.339	2795	2706	5916	6130
98.361	4823	5121	7308	6532
98.383	2695	2675	6322	5929
98.404	5547	5169	6346	6581
98.426	2796	2669	6406	6002
98.448	5500	5115	7264	6575
98.47	2668	2675	6340	6099
98.491	4760	5031	6468	6502
98.513	2780	2706	6132	6160
98.535	5540	4982	6831	6520
98.556	2796	2687	6196	6380
98.578	5452	5085	6480	6435
98.6	2867	2663	6310	6106
98.622	5404	5091	6857	6441
98.643	2744	2718	5918	5923
98.665	5073	5188	6993	6465
98.687	2681	2687	6403	6130
98.709	5392	5145	6972	6355
98.73	2783	2706	5974	5984
98.752	5428	5200	7101	6672
98.774	2744	2706	5844	5837
98.796	4841	5049	6877	6690
98.817	2792	2736	6417	5947
98.839	5227	5018	6759	6648
98.861	2948	2687	5459	6032
98.883	5349	5037	6570	6489
98.904	2890	2699	6448	6008
98.926	4906	5157	6784	6441
98.948	3098	2663	5406	5868
98.97	5366	5290	6734	6672
98.991	2801	2693	5488	6063
99.013	4816	5218	6527	6471
99.035	2710	2675	6449	6063
99.057	5365	5151	6744	6489
99.078	2705	2706	6839	6014
99.1	5419	5182	7604	6660
99.122	2824	2706	5605	5935
99.144	5149	5200	6334	6526
99.165	2865	2712	5807	6063
99.187	5501	5127	6618	6587
99.209	2681	2712	6726	6130
99.23	5383	5230	6389	6654
99.252	2733	2712	7051	5978
99.274	4943	5103	7263	6386
99.296	2808	2675	6365	5892
99.317	4716	5097	6647	6599
99.339	2934	2718	6442	6160
99.361	5187	5182	6681	6514
99.383	2632	2687	5813	5965
99.404	5287	5079	7132	6575
99.426	2659	2663	6653	5959
99.448	4453	4874	6529	6721
99.47	2863	2693	6397	6124
99.491	5231	5055	7046	6270
99.513	2633	2712	6239	6057
99.535	4905	5012	6681	6428
99.557	2774	2681	5797	6130
99.578	4798	5194	6621	6514
99.6	2700	2681	5366	5904
99.622	5426	5121	6469	6428
99.644	2840	2669	6383	6124
99.665	4791	4970	6545	6605
99.687	2845	2699	6472	6008
99.709	4925	5055	7076	6782
99.731	2760	2712	5842	6160
99.752	5544	5133	5960	6587
99.774	2668	2712	7010	6179
99.796	5239	5073	7783	6593
99.818	2761	2754	6697	5947
99.839	5389	5212	7028	6617
99.861	2930	2706	5797	5959
99.883	5654	5031	6403	6599
99.904	2882	2706	5662	5917
99.926	5432	5000	6492	6630
99.948	2698	2742	6251	5886
99.97	4860	5097	6779	6605
99.991	2879	2687	5991	6063
100.013	5555	5006	6570	6435
100.035	2686	2693	6012	6099
100.057	4673	5109	6797	6733
100.078	2803	2712	5761	6014
100.1	5508	5363	6431	6556
100.122	2898	2712	6361	5837
100.144	4987	5109	6822	6526
100.165	2793	2706	5885	6020
100.187	4971	4994	6150	6556
100.209	2707	2706	5641	5880
100.231	5280	5097	6835	6678
100.252	2711	2699	6586	6276
100.274	5417	4994	6990	6453
100.296	2914	2699	6358	6118
100.318	4833	5103	6223	6630
100.339	2920	2706	6949	6057
100.361	5134	5127	6240	6489
100.383	3160	2712	6681	6093
100.405	5458	5049	7505	6569
100.426	2690	2669	6234	6130
100.448	4796	5169	6371	6483
100.47	2815	2693	6269	6081
100.492	5310	5006	6809	6605
100.513	2711	2712	5844	6118
100.535	5606	5200	6113	6581
100.557	2908	2663	6074	5929
100.578	5011	5006	6905	6611
100.6	2785	2669	6286	6160
100.622	5265	5236	6711	6581
100.644	2798	2699	5642	6039
100.665	4741	5061	7352	6514
100.687	2766	2699	5344	5764
100.709	5223	5018	6472	6575
100.731	2866	2681	6507	5844
100.752	4755	5018	7350	6672
100.774	2710	2712	6234	5850
100.796	5141	5139	6794	6404
100.818	2657	2693	6536	6026
100.839	5080	5043	6754	6593
100.861	2746	2687	6100	6093
100.883	4542	5260	7407	6246
100.905	2749	2724	5631	5892
100.926	5187	5079	6929	6605
100.948	2780	2742	5335	5892
100.97	5586	5067	6807	6581
100.992	2633	2663	5549	6282
101.013	5398	5055	7224	6483
101.035	2730	2718	6764	6106
101.057	5527	5067	6837	6605
101.079	2874	2693	6504	5971
101.1	4846	5085	7184	6331
101.122	2902	2699	6160	5795
101.144	4983	5049	7142	6563
101.166	2790	2706	5930	5898
101.187	5393	4970	6912	6593
101.209	2750	2675	6034	6233
101.231	5610	5031	6483	6556
101.252	2704	2712	5638	5959
101.274	5399	5194	6759	6465
101.296	2933	2681	5675	5898
101.318	5574	5103	6865	6611
101.339	2782	2657	5709	5813
101.361	4792	5091	6469	6337
101.383	2765	2681	6259	6087
101.405	5802	5151	6984	6684
101.426	2778	2687	5971	6032
101.448	4924	5091	6607	6563
101.47	2708	2730	6233	5862
101.492	5010	5006	7268	6496
101.513	2712	2718	6319	6026
101.535	5740	5127	6555	6611
101.557	2796	2693	6211	5844
101.579	5362	5109	7193	6428
101.6	2906	2687	6361	6020
101.622	5429	5091	6711	6453
101.644	2819	2687	5351	5996
101.666	5079	5097	7023	6837
101.687	2789	2669	5908	6075
101.709	5514	5085	6209	6361
101.731	2892	2699	5867	6020
101.753	4999	5175	6736	6593
101.774	2776	2693	5819	5850
101.796	5027	5188	5991	6502
101.818	2738	2675	6502	5965
101.84	5227	4994	6807	6441
101.861	2733	2675	6028	6063
101.883	5496	5079	6590	6678
101.905	2670	2706	6833	6361
101.926	4985	5145	6260	6636
101.948	2967	2718	6191	5984
101.97	4862	5109	7155	6526
101.992	2886	2699	6713	6026
102.013	4924	5091	7270	6416
102.035	2794	2681	6331	6136
102.057	4982	5194	6840	6428
102.079	2967	2699	6470	5923
102.1	5577	5151	6103	6483
102.122	2832	2712	6708	5898
102.144	4592	4958	6482	6569
102.166	2796	2730	6205	6106
102.187	4869	5260	6711	6556
102.209	2749	2693	6552	5941
102.231	4956	5049	6551	6611
102.253	2989	2748	6169	5990
102.274	5124	4928	6399	6666
102.296	2734	2681	5746	5904
102.318	5156	5085	6252	6630
102.34	2850	2742	5728	5795
102.361	5293	5091	5925	6526
102.383	2785	2687	6240	6008
102.405	5421	5079	7111	6587
102.427	2749	2699	6083	6154
102.448	5537	5212	6686	6569
102.47	3028	2712	6149	6093
102.492	4954	5012	6989	6453
102.514	2936	2706	6139	6026
102.535	5129	5194	6382	6611
102.557	2821	2712	6395	6051
102.579	5536	5079	6720	6368
102.6	2764	2699	5807	5984
102.622	5532	5121	6717	6575
102.644	2679	2699	6574	5831
102.666	5284	5109	5800	6502
102.687	2707	2675	6405	5996
102.709	5403	5006	6321	6514
102.731	2909	2681	5915	6069
102.753	5030	5067	6851	6538
102.774	2837	2706	5835	6465
102.796	4216	5091	6335	6428
102.818	2901	2693	6215	5831
102.84	5379	5115	6555	6556
102.861	2723	2651	5763	5776
102.883	5422	5000	7258	6398
102.905	2738	2724	6565	6057
102.927	4947	5121	6999	6465
102.948	2629	2681	6140	5886
102.97	5497	5236	6527	6556
102.992	2766	2687	6074	6154
103.014	5363	5296	6516	6599
103.035	2940	2730	6412	5935
103.057	5042	5097	7477	6684
103.079	2700	2693	6285	5874
103.101	5341	5061	6376	6520
103.122	2873	2712	6043	6014
103.144	5330	5182	6613	6520
103.166	2815	2681	5971	6057
103.188	5386	5188	6469	6599
103.209	2670	2706	6246	6045
103.231	5962	5260	6848	6465
103.253	2895	2693	6185	5947
103.274	4954	5182	6690	6563
103.296	3006	2663	6118	5929
103.318	5595	5139	6856	6654
103.34	2730	2712	6264	6185
103.361	5611	5097	6790	6556
103.383	2767	2699	6812	5923
103.405	5387	4898	6555	6715
103.427	2654	2681	6389	6002
103.448	5528	5025	7628	6459
103.47	2708	2675	5625	5856
103.492	4541	4952	7044	6709
103.514	3193	2693	5903	6398
